seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr4	2965476	2965484	9	*	X07642	2868	2965343	3042474	77132	+	0	inside	132	GRK4
chr4	2965476	2965484	9	*	X07642	8602	2939664	2965118	25455	-	357	upstream	357	NOP14
chr4	3767210	3767220	11	*	X07679	152	3768296	3770253	1958	+	1075	upstream	1075	ADRA2C
chr4	3767296	3767315	20	*	X07680	152	3768296	3770253	1958	+	980	upstream	980	ADRA2C
chr4	4228441	4228449	9	*	X07684	133060	4190530	4228621	38092	-	0	inside	171	OTOP1
chr4	6202183	6202191	9	*	X07701	285484	6202460	6240044	37585	+	268	upstream	268	LINC02495
chr4	6202183	6202191	9	*	X07701	152789	6027926	6202318	174393	-	0	inside	126	JAKMIP1
chr4	6202472	6202480	9	*	X07702	285484	6202460	6240044	37585	+	0	inside	11	LINC02495
chr4	6202472	6202480	9	*	X07702	152789	6027926	6202318	174393	-	153	upstream	153	JAKMIP1
chr4	6641927	6641936	10	*	X07709	93621	6641818	6644470	2653	+	0	inside	108	MRFAP1
chr4	6717853	6717872	20	*	X07713	55330	6717842	6719387	1546	+	0	inside	10	BLOC1S4
chr4	6910778	6910786	9	*	X07727	57533	6911171	7034845	123675	+	384	upstream	384	TBC1D14
chr4	7044735	7044743	9	*	X07740	93624	7045156	7059677	14522	+	412	upstream	412	TADA2B
chr4	7044735	7044743	9	*	X07740	257236	7042576	7044728	2153	-	6	upstream	6	CCDC96
chr4	7047662	7047670	9	*	X07741	100129931	7032281	7047958	15678	-	0	inside	287	LOC100129931
chr4	7049125	7049136	12	*	X07742	100129931	7032281	7047958	15678	-	1166	upstream	1166	LOC100129931
chr4	7049257	7049265	9	*	X07743	100129931	7032281	7047958	15678	-	1298	upstream	1298	LOC100129931
chr4	8160533	8160542	10	*	X07754	84448	7967037	8160559	193523	-	0	inside	16	ABLIM2
chr4	8200564	8200575	12	*	X07755	54436	8201060	8242830	41771	+	484	upstream	484	SH3TC1
chr4	8200632	8200646	15	*	X07756	54436	8201060	8242830	41771	+	413	upstream	413	SH3TC1
chr4	8200668	8200686	19	*	X07757	54436	8201060	8242830	41771	+	373	upstream	373	SH3TC1
chr4	8270792	8270800	9	*	X07759	94031	8271489	8308838	37350	+	688	upstream	688	HTRA3
chr4	10459062	10459072	11	*	X07788	85460	10441504	10459032	17529	-	29	upstream	29	ZNF518B
chr4	13549429	13549438	10	*	X07792	285548	13547700	13549448	1749	-	0	inside	9	LINC01096
chr4	13549733	13549738	6	*	X07793	285548	13547700	13549448	1749	-	284	upstream	284	LINC01096
chr4	17782973	17782995	23	*	X07802	27146	17633709	17783135	149427	-	0	inside	139	FAM184B
chr4	20254318	20254332	15	*	X07803	9353	20255235	20620788	365554	+	902	upstream	902	SLIT2
chr4	24474387	24474425	39	*	X07806	10891	23793644	24474394	680751	-	0	overlapStart	0	PPARGC1A
chr4	24474427	24474438	12	*	X07807	10891	23793644	24474394	680751	-	32	upstream	32	PPARGC1A
chr4	24474522	24474533	12	*	X07808	10891	23793644	24474394	680751	-	127	upstream	127	PPARGC1A
chr4	24474538	24474566	29	*	X07809	10891	23793644	24474394	680751	-	143	upstream	143	PPARGC1A
chr4	24474568	24474584	17	*	X07810	10891	23793644	24474394	680751	-	173	upstream	173	PPARGC1A
chr4	24474587	24474598	12	*	X07811	10891	23793644	24474394	680751	-	192	upstream	192	PPARGC1A
chr4	24475094	24475103	10	*	X07812	10891	23793644	24474394	680751	-	699	upstream	699	PPARGC1A
chr4	25378470	25378486	17	*	X07818	29945	25378848	25420120	41273	+	361	upstream	361	ANAPC4
chr4	25916086	25916094	9	*	X07821	389203	25915814	25931501	15688	+	0	inside	271	SMIM20
chr4	26319771	26319772	2	*	X07822	3516	26321332	26436752	115421	+	1559	upstream	1559	RBPJ
chr4	26320983	26320993	11	*	X07823	3516	26321332	26436752	115421	+	338	upstream	338	RBPJ
chr4	37455684	37455692	9	*	X07827	55286	37455552	37595132	139581	+	0	inside	131	C4orf19
chr4	38869681	38869692	12	*	X07867	693159	38869653	38869748	96	+	0	inside	27	MIR574
chr4	39528811	39528819	9	*	X07871	100885776	39529459	39596327	66869	+	639	upstream	639	UGDH-AS1
chr4	39699063	39699092	30	*	X07872	3093	39699664	39784410	84747	+	571	upstream	571	UBE2K
chr4	39699122	39699133	12	*	X07873	3093	39699664	39784410	84747	+	530	upstream	530	UBE2K
chr4	40198545	40198561	17	*	X07874	399	40198527	40246281	47755	+	0	inside	17	RHOH
chr4	48484900	48484909	10	*	X07895	201780	48485360	48491541	6182	+	450	upstream	450	SLC10A4
chr4	53525205	53525214	10	*	X07901	64854	53457127	53525502	68376	-	0	inside	287	USP46
chr4	53577178	53577195	18	*	X07902	57291	53578621	53580305	1685	+	1425	upstream	1425	DANCR
chr4	53577178	53577195	18	*	X07902	100616436	53578849	53578914	66	+	1653	upstream	1653	MIR4449
chr4	53579029	53579037	9	*	X07903	677810	53579416	53579537	122	+	378	upstream	378	SNORA26
chr4	53728131	53728140	10	*	X07905	65997	53728495	53733002	4508	+	354	upstream	354	RASL11B
chr4	53728369	53728377	9	*	X07906	65997	53728495	53733002	4508	+	117	upstream	117	RASL11B
chr4	54930901	54930914	14	*	X07910	26511	54875958	54930815	54858	-	85	upstream	85	CHIC2
chr4	55523766	55523775	10	*	X07916	3815	55524095	55606881	82787	+	319	upstream	319	KIT
chr4	55523908	55523916	9	*	X07917	3815	55524095	55606881	82787	+	178	upstream	178	KIT
chr4	56503074	56503084	11	*	X07926	10874	56461398	56502465	41068	-	608	upstream	608	NMU
chr4	57301252	57301260	9	*	X07932	10606	57301915	57327534	25620	+	654	upstream	654	PAICS
chr4	57976179	57976192	14	*	X07933	255130	57975928	58071465	95538	+	0	inside	250	IGFBP7-AS1
chr4	57976679	57976688	10	*	X07934	3490	57897237	57976551	79315	-	127	upstream	127	IGFBP7
chr4	66536149	66536158	10	*	X07936	2044	66185281	66535653	350373	-	495	upstream	495	EPHA5
chr4	68413181	68413190	10	*	X07940	1060	68337989	68411256	73268	-	1924	upstream	1924	CENPC
chr4	71493286	71493294	9	*	X07943	10117	71494461	71512536	18076	+	1166	upstream	1166	ENAM
chr4	71767855	71767863	9	*	X07949	92597	71768057	71853891	85835	+	193	upstream	193	MOB1B
chr4	71859225	71859233	9	*	X07951	1633	71859265	71896629	37365	+	31	upstream	31	DCK
chr4	71859271	71859280	10	*	X07952	1633	71859265	71896629	37365	+	0	inside	5	DCK
chr4	71859484	71859492	9	*	X07953	1633	71859265	71896629	37365	+	0	inside	218	DCK
chr4	73434961	73434969	9	*	X07956	9508	73146686	73434516	287831	-	444	upstream	444	ADAMTS3
chr4	73935441	73935441	1	*	X07958	285521	73920416	73935472	15057	-	0	inside	30	COX18
chr4	74719288	74719297	10	*	X07963	5197	74719013	74720198	1186	+	0	inside	274	PF4V1
chr4	74965500	74965547	48	*	X07966	2920	74962754	74964997	2244	-	502	upstream	502	CXCL2
chr4	74966938	74966945	8	*	X07967	2920	74962754	74964997	2244	-	1940	upstream	1940	CXCL2
chr4	75230470	75230478	9	*	X07969	2069	75230860	75254477	23618	+	381	upstream	381	EREG
chr4	76648827	76648836	10	*	X07977	8615	76649829	76735366	85538	+	992	upstream	992	USO1
chr4	76932184	76932193	10	*	X07981	419	76932333	77033955	101623	+	139	upstream	139	ART3
chr4	77134554	77134563	10	*	X07984	100129583	77135193	77204936	69744	+	629	upstream	629	FAM47E
chr4	77134832	77134840	9	*	X07985	100129583	77135193	77204936	69744	+	352	upstream	352	FAM47E
chr4	77134832	77134840	9	*	X07985	950	77079892	77135052	55161	-	0	inside	211	SCARB2
chr4	77172852	77172860	9	*	X07986	100631383	77172853	77232283	59431	+	0	overlapStart	0	FAM47E-STBD1
chr4	77227122	77227130	9	*	X07988	8987	77227179	77232283	5105	+	48	upstream	48	STBD1
chr4	78740362	78740370	9	*	X07996	246175	78634541	78740544	106004	-	0	inside	173	CNOT6L
chr4	78740516	78740525	10	*	X07997	246175	78634541	78740544	106004	-	0	inside	18	CNOT6L
chr4	78740528	78740546	19	*	X07998	246175	78634541	78740544	106004	-	0	overlapStart	0	CNOT6L
chr4	78783135	78783175	41	*	X07999	65008	78783805	78873944	90140	+	629	upstream	629	MRPL1
chr4	79696163	79696171	9	*	X08009	55589	79697532	79833341	135810	+	1360	upstream	1360	BMP2K
chr4	81186793	81186801	9	*	X08024	2250	81187742	81212171	24430	+	940	upstream	940	FGF5
chr4	81951876	81951928	53	*	X08028	651	81952119	81978685	26567	+	190	upstream	190	BMP3
chr4	82136008	82136021	14	*	X08029	5593	82009837	82136218	126382	-	0	inside	196	PRKG2
chr4	82136232	82136240	9	*	X08030	5593	82009837	82136218	126382	-	13	upstream	13	PRKG2
chr4	82136496	82136505	10	*	X08031	5593	82009837	82136218	126382	-	277	upstream	277	PRKG2
chr4	82393375	82393385	11	*	X08036	153020	82348219	82393061	44843	-	313	upstream	313	RASGEF1B
chr4	83351195	83351208	14	*	X08041	58478	83351726	83382244	30519	+	517	upstream	517	ENOPH1
chr4	83351195	83351208	14	*	X08041	9987	83343717	83351378	7662	-	0	inside	169	HNRNPDL
chr4	83720253	83720263	11	*	X08043	79966	83550690	83720010	169321	-	242	upstream	242	SCD5
chr4	84256330	84256338	9	*	X08045	10855	84213614	84256306	42693	-	23	upstream	23	HPSE
chr4	84406768	84406778	11	*	X08046	84142	84382094	84406290	24197	-	477	upstream	477	ABRAXAS1
chr4	84406938	84406964	27	*	X08047	84142	84382094	84406290	24197	-	647	upstream	647	ABRAXAS1
chr4	87813375	87813383	9	*	X08060	132989	87797358	87813575	16218	-	0	inside	191	C4orf36
chr4	87813509	87813518	10	*	X08061	132989	87797358	87813575	16218	-	0	inside	56	C4orf36
chr4	89444798	89444806	9	*	X08073	100996939	89442129	89444952	2824	-	0	inside	145	PYURF
chr4	99579891	99579904	14	*	X08088	10098	99391518	99579812	188295	-	78	upstream	78	TSPAN5
chr4	102268201	102268211	11	*	X08100	90024	102268934	102270040	1107	+	722	upstream	722	FLJ20021
chr4	102268290	102268299	10	*	X08101	90024	102268934	102270040	1107	+	634	upstream	634	FLJ20021
chr4	102268346	102268360	15	*	X08102	90024	102268934	102270040	1107	+	573	upstream	573	FLJ20021
chr4	102268346	102268360	15	*	X08102	5530	101944587	102268628	324042	-	0	inside	267	PPP3CA
chr4	102269107	102269118	12	*	X08103	90024	102268934	102270040	1107	+	0	inside	172	FLJ20021
chr4	102269107	102269118	12	*	X08103	5530	101944587	102268628	324042	-	478	upstream	478	PPP3CA
chr4	102269199	102269208	10	*	X08104	90024	102268934	102270040	1107	+	0	inside	264	FLJ20021
chr4	102269199	102269208	10	*	X08104	5530	101944587	102268628	324042	-	570	upstream	570	PPP3CA
chr4	102269482	102269490	9	*	X08105	5530	101944587	102268628	324042	-	853	upstream	853	PPP3CA
chr4	102269658	102269666	9	*	X08106	5530	101944587	102268628	324042	-	1029	upstream	1029	PPP3CA
chr4	103422420	103422435	16	*	X08107	4790	103422486	103538459	115974	+	50	upstream	50	NFKB1
chr4	103681905	103681913	9	*	X08115	4126	103552643	103682151	129509	-	0	inside	237	MANBA
chr4	103998289	103998297	9	*	X08117	133308	103941387	103998439	57053	-	0	inside	141	SLC9B2
chr4	105416539	105416560	22	*	X08118	80319	105389463	105416058	26596	-	480	upstream	480	CXXC4
chr4	105416563	105416571	9	*	X08119	80319	105389463	105416058	26596	-	504	upstream	504	CXXC4
chr4	106395229	106395237	9	*	X08122	27068	106290234	106395227	104994	-	1	upstream	1	PPA2
chr4	108852744	108852753	10	*	X08130	113612	108852717	108874613	21897	+	0	inside	26	CYP2U1
chr4	109088299	109088307	9	*	X08135	641518	109088681	109097586	8906	+	373	upstream	373	LEF1-AS1
chr4	109088509	109088551	43	*	X08136	641518	109088681	109097586	8906	+	129	upstream	129	LEF1-AS1
chr4	109088573	109088581	9	*	X08137	641518	109088681	109097586	8906	+	99	upstream	99	LEF1-AS1
chr4	109089814	109089822	9	*	X08138	51176	108968701	109090112	121412	-	0	inside	289	LEF1
chr4	109090308	109090322	15	*	X08139	51176	108968701	109090112	121412	-	195	upstream	195	LEF1
chr4	109540969	109540979	11	*	X08146	6164	109541722	109551639	9918	+	742	upstream	742	RPL34
chr4	110354756	110354764	9	*	X08158	10427	110354971	110461615	106645	+	206	upstream	206	SEC24B
chr4	110354756	110354764	9	*	X08158	100533182	110351119	110354973	3855	-	0	inside	208	SEC24B-AS1
chr4	113066273	113066285	13	*	X08167	132720	113066553	113110237	43685	+	267	upstream	267	FAM241A
chr4	113066329	113066338	10	*	X08168	132720	113066553	113110237	43685	+	214	upstream	214	FAM241A
chr4	113206994	113207002	9	*	X08171	92610	113196782	113207059	10278	-	0	inside	56	TIFA
chr4	113437955	113437964	10	*	X08173	63973	113434672	113437328	2657	-	626	upstream	626	NEUROG2
chr4	114683088	114683096	9	*	X08179	817	114372188	114683083	310896	-	4	upstream	4	CAMK2D
chr4	126236211	126236232	22	*	X08201	79633	126237567	126414087	176521	+	1334	upstream	1334	FAT4
chr4	126236235	126236249	15	*	X08202	79633	126237567	126414087	176521	+	1317	upstream	1317	FAT4
chr4	128800360	128800384	25	*	X08206	10733	128802016	128820377	18362	+	1631	upstream	1631	PLK4
chr4	134069346	134069354	9	*	X08217	57575	134070470	134112732	42263	+	1115	upstream	1115	PCDH10
chr4	139936575	139936583	9	*	X08226	25819	139936943	139967095	30153	+	359	upstream	359	NOCT
chr4	141075618	141075630	13	*	X08238	55534	140637546	141075233	437688	-	384	upstream	384	MAML3
chr4	141075645	141075653	9	*	X08239	55534	140637546	141075233	437688	-	411	upstream	411	MAML3
chr4	141075662	141075678	17	*	X08240	55534	140637546	141075233	437688	-	428	upstream	428	MAML3
chr4	141348807	141348821	15	*	X08242	1047	141309607	141348815	39209	-	0	overlapStart	0	CLGN
chr4	141677284	141677294	11	*	X08244	23158	141541936	141677471	135536	-	0	inside	176	TBC1D9
chr4	141678030	141678040	11	*	X08245	23158	141541936	141677471	135536	-	558	upstream	558	TBC1D9
chr4	142054606	142054617	12	*	X08246	57484	141786725	142054616	267892	-	0	overlapStart	0	RNF150
chr4	142054628	142054649	22	*	X08247	57484	141786725	142054616	267892	-	11	upstream	11	RNF150
chr4	142054655	142054665	11	*	X08248	57484	141786725	142054616	267892	-	38	upstream	38	RNF150
chr4	144434040	144434048	9	*	X08252	8467	144434616	144478642	44027	+	567	upstream	567	SMARCA5
chr4	145566514	145566525	12	*	X08256	64399	145567148	145659881	92734	+	622	upstream	622	HHIP
chr4	146101522	146101530	9	*	X08257	54726	146054802	146100832	46031	-	689	upstream	689	OTUD4
chr4	147443123	147443132	10	*	X08263	84068	147175137	147443123	267987	-	0	overlapStart	0	SLC10A7
chr4	151936891	151936904	14	*	X08273	987	151185811	151936649	750839	-	241	upstream	241	LRBA
chr4	152329543	152329555	13	*	X08274	729830	152330398	152584784	254387	+	842	upstream	842	FAM160A1
chr4	152329973	152329984	12	*	X08275	729830	152330398	152584784	254387	+	413	upstream	413	FAM160A1
chr4	153700038	153700046	9	*	X08284	27236	153701112	153833063	131952	+	1065	upstream	1065	ARFIP1
chr4	154074521	154074530	10	*	X08294	23321	154074270	154260474	186205	+	0	inside	250	TRIM2
chr4	154387345	154387355	11	*	X08297	23240	154387498	154557862	170365	+	142	upstream	142	TMEM131L
chr4	154605335	154605343	9	*	X08304	7097	154605441	154627242	21802	+	97	upstream	97	TLR2
chr4	154710659	154710703	45	*	X08306	6423	154701742	154710228	8487	-	430	upstream	430	SFRP2
chr4	155412901	155412912	12	*	X08313	54798	155155527	155412930	257404	-	0	inside	17	DCHS2
chr4	159689469	159689477	9	*	X08319	57600	159690182	159827954	137773	+	704	upstream	704	FNIP2
chr4	164414578	164414586	9	*	X08330	55319	164415673	164441691	26019	+	1086	upstream	1086	TMA16
chr4	170192152	170192167	16	*	X08335	57630	170015407	170192249	176843	-	0	inside	81	SH3RF1
chr4	170947919	170947928	10	*	X08338	9848	170907748	170947429	39682	-	489	upstream	489	MFAP3L
chr4	175344596	175344617	22	*	X08357	100423042	175344946	175345015	70	+	328	upstream	328	MIR4276
chr4	175344622	175344631	10	*	X08358	100423042	175344946	175345015	70	+	314	upstream	314	MIR4276
chr4	185276466	185276487	22	*	X08387	728175	185262184	185275130	12947	-	1335	upstream	1335	LINC02363
chr4	185748402	185748410	9	*	X08405	2180	185676749	185747215	70467	-	1186	upstream	1186	ACSL1
chr4	186125316	186125324	9	*	X08410	57587	186080819	186125182	44364	-	133	upstream	133	CFAP97
chr4	186317530	186317538	9	*	X08412	353322	186317840	186321782	3943	+	301	upstream	301	ANKRD37
chr4	186393076	186393088	13	*	X08413	256309	186366338	186392913	26576	-	162	upstream	162	CCDC110
chr4	187112048	187112056	9	*	X08414	285440	187112674	187134617	21944	+	617	upstream	617	CYP4V2
chr4	190861657	190861665	9	*	X08425	2483	190861974	190884359	22386	+	308	upstream	308	FRG1
chr5	613268	613276	9	*	X08463	100996325	602284	612325	10042	-	942	upstream	942	LOC100996325
chr5	893260	893268	9	*	X08484	9319	892969	918164	25196	+	0	inside	290	TRIP13
chr5	893260	893268	9	*	X08484	65980	863850	892939	29090	-	320	upstream	320	BRD9
chr5	1008906	1008914	9	*	X08489	85409	1009077	1038927	29851	+	162	upstream	162	NKD2
chr5	1201472	1201481	10	*	X08524	340024	1201710	1225230	23521	+	228	upstream	228	SLC6A19
chr5	1294931	1294939	9	*	X08540	7015	1253287	1295162	41876	-	0	inside	222	TERT
chr5	1295134	1295142	9	*	X08541	7015	1253287	1295162	41876	-	0	inside	19	TERT
chr5	1345284	1345293	10	*	X08544	81037	1318000	1345002	27003	-	281	upstream	281	CLPTM1L
chr5	1345939	1345947	9	*	X08545	81037	1318000	1345002	27003	-	936	upstream	936	CLPTM1L
chr5	1889050	1889058	9	*	X08561	50805	1877541	1887293	9753	-	1756	upstream	1756	IRX4
chr5	3536219	3536228	10	*	X08578	285577	3417266	3536208	118943	-	10	upstream	10	LINC01019
chr5	5139451	5139461	11	*	X08580	170690	5140443	5320412	179970	+	981	upstream	981	ADAMTS16
chr5	5422997	5423005	9	*	X08586	23379	5422786	5490347	67562	+	0	inside	210	ICE1
chr5	6713132	6713142	11	*	X08593	11044	6714718	6757161	42444	+	1575	upstream	1575	TENT4A
chr5	8457696	8457705	10	*	X08598	100505738	8457800	8463209	5410	+	94	upstream	94	MIR4458HG
chr5	8457696	8457705	10	*	X08598	729506	8333596	8457677	124082	-	18	upstream	18	LINC02226
chr5	8457818	8457827	10	*	X08599	100505738	8457800	8463209	5410	+	0	inside	17	MIR4458HG
chr5	8457818	8457827	10	*	X08599	729506	8333596	8457677	124082	-	140	upstream	140	LINC02226
chr5	8457976	8457984	9	*	X08600	100505738	8457800	8463209	5410	+	0	inside	175	MIR4458HG
chr5	8457976	8457984	9	*	X08600	729506	8333596	8457677	124082	-	298	upstream	298	LINC02226
chr5	8458368	8458376	9	*	X08601	729506	8333596	8457677	124082	-	690	upstream	690	LINC02226
chr5	9545361	9545369	9	*	X08602	100505806	9546312	9550409	4098	+	942	upstream	942	SNHG18
chr5	10441954	10441968	15	*	X08610	83853	10441974	10465138	23165	+	5	upstream	5	ROPN1L
chr5	10441954	10441968	15	*	X08610	100505845	10440847	10441963	1117	-	0	overlapStart	0	ROPN1L-AS1
chr5	14664704	14664713	10	*	X08653	90268	14664783	14699842	35060	+	69	upstream	69	OTULIN
chr5	16617116	16617125	10	*	X08657	54463	16473147	16617167	144021	-	0	inside	41	RETREG1
chr5	33984994	33985006	13	*	X08670	51151	33944721	33984780	40060	-	213	upstream	213	SLC45A2
chr5	33985044	33985053	10	*	X08671	51151	33944721	33984780	40060	-	263	upstream	263	SLC45A2
chr5	33985126	33985134	9	*	X08672	51151	33944721	33984780	40060	-	345	upstream	345	SLC45A2
chr5	33985152	33985160	9	*	X08673	51151	33944721	33984780	40060	-	371	upstream	371	SLC45A2
chr5	33985170	33985178	9	*	X08674	51151	33944721	33984780	40060	-	389	upstream	389	SLC45A2
chr5	33985212	33985221	10	*	X08675	51151	33944721	33984780	40060	-	431	upstream	431	SLC45A2
chr5	33985250	33985258	9	*	X08676	51151	33944721	33984780	40060	-	469	upstream	469	SLC45A2
chr5	36242611	36242619	9	*	X08685	133686	36192694	36242258	49565	-	352	upstream	352	NADK2
chr5	38291380	38291388	9	*	X08692	100852408	38282371	38291088	8718	-	291	upstream	291	EGFLAM-AS4
chr5	40679544	40679545	2	*	X08703	5734	40680032	40693837	13806	+	486	upstream	486	PTGER4
chr5	40680234	40680242	9	*	X08704	5734	40680032	40693837	13806	+	0	inside	201	PTGER4
chr5	41870910	41870919	10	*	X08706	5019	41730167	41870791	140625	-	118	upstream	118	OXCT1
chr5	43121047	43121057	11	*	X08719	7690	43120985	43192123	71139	+	0	inside	61	ZNF131
chr5	52405519	52405528	10	*	X08730	257396	52405687	52410952	5266	+	158	upstream	158	LOC257396
chr5	52405519	52405528	10	*	X08730	4338	52393895	52405598	11704	-	0	inside	69	MOCS2
chr5	52776018	52776037	20	*	X08732	10468	52776264	52782304	6041	+	226	upstream	226	FST
chr5	52776040	52776049	10	*	X08733	10468	52776264	52782304	6041	+	214	upstream	214	FST
chr5	52776052	52776061	10	*	X08734	10468	52776264	52782304	6041	+	202	upstream	202	FST
chr5	54830296	54830305	10	*	X08762	379013	54824670	54830370	5701	-	0	inside	64	RNF138P1
chr5	55033866	55033874	9	*	X08763	54514	55033845	55112974	79130	+	0	inside	20	DDX4
chr5	59997679	59997688	10	*	X08775	55789	59892739	59995993	103255	-	1685	upstream	1685	DEPDC1B
chr5	60626875	60626883	9	*	X08777	57688	60628100	60841999	213900	+	1216	upstream	1216	ZSWIM6
chr5	61707911	61707940	30	*	X08786	51194	61708573	61924416	215844	+	632	upstream	632	IPO11
chr5	64857426	64857446	21	*	X08793	23398	64859063	64883376	24314	+	1616	upstream	1616	PPWD1
chr5	65891756	65891764	9	*	X08797	375449	65892176	66465423	573248	+	411	upstream	411	MAST4
chr5	65891772	65891782	11	*	X08798	375449	65892176	66465423	573248	+	393	upstream	393	MAST4
chr5	67511803	67511811	9	*	X08805	5295	67511584	67597649	86066	+	0	inside	218	PIK3R1
chr5	67511834	67511842	9	*	X08806	5295	67511584	67597649	86066	+	0	inside	249	PIK3R1
chr5	68389905	68389915	11	*	X08817	64924	68389776	68426899	37124	+	0	inside	128	SLC30A5
chr5	68628613	68628624	12	*	X08820	202243	68576519	68628620	52102	-	0	overlapStart	0	CCDC125
chr5	70883104	70883113	10	*	X08822	64087	70883115	70954530	71416	+	1	upstream	1	MCCC2
chr5	71617776	71617784	9	*	X08825	23107	71515236	71616084	100849	-	1691	upstream	1691	MRPS27
chr5	72250319	72250329	11	*	X08835	115548	72251808	72386349	134542	+	1478	upstream	1478	FCHO2
chr5	72416183	72416191	9	*	X08836	134285	72416388	72427644	11257	+	196	upstream	196	TMEM171
chr5	73937468	73937480	13	*	X08841	8507	73923231	73937249	14019	-	218	upstream	218	ENC1
chr5	74532824	74532838	15	*	X08843	256006	74364122	74532703	168582	-	120	upstream	120	ANKRD31
chr5	76010658	76010666	9	*	X08856	2149	76011868	76031595	19728	+	1201	upstream	1201	F2R
chr5	76326037	76326045	9	*	X08858	55109	76326210	76361058	34849	+	164	upstream	164	AGGF1
chr5	76936195	76936219	25	*	X08864	23440	76924537	76934522	9986	-	1672	upstream	1672	OTP
chr5	76936223	76936235	13	*	X08865	23440	76924537	76934522	9986	-	1700	upstream	1700	OTP
chr5	78365993	78366001	9	*	X08887	29958	78293429	78365449	72021	-	543	upstream	543	DMGDH
chr5	78531874	78531882	9	*	X08891	133746	78531925	78623038	91114	+	42	upstream	42	JMY
chr5	78810410	78810419	10	*	X08894	9456	78669647	78809659	140013	-	750	upstream	750	HOMER1
chr5	81048333	81048343	11	*	X08902	23635	80713179	81047072	333894	-	1260	upstream	1260	SSBP2
chr5	86563990	86563998	9	*	X08918	5921	86564070	86687743	123674	+	71	upstream	71	RASA1
chr5	87981368	87981376	9	*	X08935	645323	87836597	87980620	144024	-	747	upstream	747	LINC00461
chr5	94620680	94620688	9	*	X08953	79772	94042289	94620279	577991	-	400	upstream	400	MCTP1
chr5	94620767	94620776	10	*	X08954	79772	94042289	94620279	577991	-	487	upstream	487	MCTP1
chr5	94980474	94980487	14	*	X08955	317671	94982481	94992849	10369	+	1993	upstream	1993	RFESD
chr5	95053128	95053138	11	*	X08956	22836	95053337	95132071	78735	+	198	upstream	198	RHOBTB3
chr5	95053181	95053189	9	*	X08957	22836	95053337	95132071	78735	+	147	upstream	147	RHOBTB3
chr5	95053192	95053201	10	*	X08958	22836	95053337	95132071	78735	+	135	upstream	135	RHOBTB3
chr5	95298060	95298071	12	*	X08970	22936	95220802	95297775	76974	-	284	upstream	284	ELL2
chr5	95997553	95997578	26	*	X08972	831	95997741	96115299	117559	+	162	upstream	162	CAST
chr5	107008028	107008036	9	*	X08984	1946	106712590	107006596	294007	-	1431	upstream	1431	EFNA5
chr5	107717509	107717529	21	*	X08985	64839	107194734	107717799	523066	-	0	inside	269	FBXL17
chr5	107717532	107717541	10	*	X08986	64839	107194734	107717799	523066	-	0	inside	257	FBXL17
chr5	107717781	107717783	3	*	X08987	64839	107194734	107717799	523066	-	0	inside	15	FBXL17
chr5	110560055	110560068	14	*	X08993	814	110559947	110820748	260802	+	0	inside	107	CAMK4
chr5	114516116	114516125	10	*	X09006	55521	114460459	114516243	55785	-	0	inside	117	TRIM36
chr5	114881182	114881190	9	*	X09009	56929	114856608	114880591	23984	-	590	upstream	590	FEM1C
chr5	115912014	115912023	10	*	X09011	57556	115779251	115910551	131301	-	1462	upstream	1462	SEMA6A
chr5	118324605	118324613	9	*	X09012	285605	118172569	118324240	151672	-	364	upstream	364	DTWD2
chr5	119799902	119799913	12	*	X09029	51334	119800019	120022964	222946	+	105	upstream	105	PRR16
chr5	122181023	122181031	9	*	X09033	28966	122181160	122344902	163743	+	128	upstream	128	SNX24
chr5	125930857	125930868	12	*	X09050	501	125877533	125931082	53550	-	0	inside	213	ALDH7A1
chr5	126408953	126408967	15	*	X09057	401207	126378250	126409184	30935	-	0	inside	216	C5orf63
chr5	128430254	128430263	10	*	X09062	51015	128430442	128449719	19278	+	178	upstream	178	ISOC1
chr5	130501029	130501040	12	*	X09064	3094	130494976	130501041	6066	-	0	inside	0	HINT1
chr5	131564628	131564637	10	*	X09071	8974	131528304	131563556	35253	-	1071	upstream	1071	P4HA2
chr5	131592072	131592081	10	*	X09072	8572	131593351	131609147	15797	+	1269	upstream	1269	PDLIM4
chr5	131705597	131705609	13	*	X09085	6584	131705401	131731306	25906	+	0	inside	195	SLC22A5
chr5	131705597	131705609	13	*	X09085	553103	131646969	131705608	58640	-	0	overlapStart	0	MIR3936HG
chr5	131833036	131833045	10	*	X09093	3659	131776132	131831259	55128	-	1776	upstream	1776	IRF1
chr5	132073374	132073384	11	*	X09099	11127	132028323	132073265	44943	-	108	upstream	108	KIF3A
chr5	132113717	132113727	11	*	X09102	23176	132086509	132113561	27053	-	155	upstream	155	SEPTIN8
chr5	132209466	132209476	11	*	X09110	116842	132209358	132210582	1225	+	0	inside	107	LEAP2
chr5	134181615	134181628	14	*	X09137	134553	134181370	134195425	14056	+	0	inside	244	C5orf24
chr5	134366968	134366976	9	*	X09140	100996485	134368970	134680370	311401	+	1993	upstream	1993	C5orf66
chr5	134368797	134368805	9	*	X09141	100996485	134368970	134680370	311401	+	164	upstream	164	C5orf66
chr5	134369223	134369232	10	*	X09142	100996485	134368970	134680370	311401	+	0	inside	252	C5orf66
